promptID,pairID,source,target,MTQE_annotator0,MTQE_annotator1,MTQE_annotator2,MTQE_annotator3,MTQE_annotator4,MTQE_annotator5,MTQE_annotator6,MTQE_scores,MTQE_z_scores,MTQE_mean,MTQE_z_mean
111271,333802,That 's what I mean .,To je ono što mislim.,100,94,100,,,,,"[100.0, 94.0, 100.0]","[1.078743638787991, 0.8792090851012699, 1.372497579999514]",98.0,1.1101501012962582
60255,180762,Am I just missing my entrance point ?,Jesam li samo propustio svoju ulaznu točku?,74,81,40,95.0,,,,"[74.0, 81.0, 95.0]","[0.23741614655750343, 0.5171367605169187, 1.1918757977272245]",83.33333333333333,0.6488095682672156
96136,288401,Now you see what I have been talking about all this time ?,Vidite li o čemu govorim sve ovo vrijeme?,79,92,75,,,,,"[79.0, 92.0, 75.0]","[0.3992098950633664, 0.8235056505498313, 0.6612999781260355]",82.0,0.6280051745797444
45283,135846,yes I agree,Da Slažem se,100,95,85,,,,,"[100.0, 95.0, 85.0]","[1.078743638787991, 0.9070608023769893, 0.9457790188754269]",93.33333333333331,0.9771944866801358
39992,119973,You wont know how this works,Ne znate kako to funkcionira,66,86,55,70.0,,,,"[66.0, 55.0, 70.0]","[-0.02145385105187732, 0.09234189662725253, 0.17048961005962154]",63.66666666666666,0.08045921854499892
112568,337693,I bet that there would be several of them .,Kladim se da će ih biti nekoliko.,100,91,100,,,,,"[100.0, 91.0, 100.0]","[1.078743638787991, 0.7956539332741119, 1.372497579999514]",97.0,1.0822983840205391
102100,306293,Francois I hated those who killed animals and he banned hunting .,Francois I mrzio je one koji su ubijali životinje i on je zabranio lov.,100,79,80,,,,,"[100.0, 79.0, 80.0]","[1.078743638787991, 0.46143332596548003, 0.8035394985007313]",86.33333333333331,0.7812388210847341
57904,173709,horses cannot be used for racing purposes .,Konji se ne smiju koristiti za utrke.,95,91,100,,,,,"[95.0, 91.0, 100.0]","[0.9169498902821279, 0.7956539332741119, 1.372497579999514]",95.33333333333331,1.0283671345185847
116449,349336,Take the floor from the we senator,Uzmite riječ od nas senatora,77,65,65,,,,,"[77.0, 65.0, 65.0]","[0.33449239566102124, 0.07150928410540944, 0.376820937376644]",69.0,0.2609408723810249
11203,33606,This is coming off ? John nodded sadly .,Hoće li se to dogoditi? – upitao je John tužno.,18,42,5,50.0,40.0,26.0,,"[18.0, 5.0, 26.0]","[-1.5746738367081619, -1.330053307119705, -0.20410703272731687]",16.333333333333332,-1.036278058851728
67696,203084,"In everyday life there are many clones , not only twins , said the biologist .","U svakodnevnom životu postoji mnogo klona, ne samo blizanaca, rekao je biolog.",75,67,40,69.0,,,,"[75.0, 67.0, 69.0]","[0.269774896258676, 0.1272127186568481, 0.12963416255291743]",70.33333333333333,0.17554059248948053
110262,330775,The ruling was appealed .,Presuda je bila žalbena.,50,61,65,,,,,"[50.0, 61.0, 65.0]","[-0.5391938462706388, -0.039897584997467865, 0.376820937376644]",58.66666666666666,-0.0674234979638209
17371,52110,The fans obviously don 't care about the drivers .,Navijači očito ne brinu o vozačima.,87,92,80,,,,,"[87.0, 92.0, 80.0]","[0.6580798926727471, 0.8235056505498313, 0.8035394985007313]",86.33333333333331,0.7617083472411031
126686,380041,There are many people of whom you are not aware .,Postoji mnogo ljudi o kojima vi ne znate.,68,84,60,,,,,"[68.0, 84.0, 60.0]","[0.043263648350467865, 0.6006919123440767, 0.23458141700194826]",70.66666666666667,0.2928456592321643
2673,8018,The objections are reviewed .,Promišljanja se preispituju.,40,93,25,65.0,29.0,,,"[40.0, 25.0, 29.0]","[-0.8627813432823648, -0.7610952256209219, -0.5435464311186198]",31.33333333333333,-0.7224743333406355
87708,263117,I don 't like the bloopers .,Ne sviđaju mi se blooperji.,70,5,35,55.0,87.0,47.0,,"[35.0, 55.0, 47.0]","[-0.4766161848715304, -0.44234210254094025, 0.712673722606215]",45.66666666666666,-0.06876152160208522
19293,57876,It 's annoying in the moment but at the end of it all it 's worth it .,"To je uznemirujuće u ovom trenutku, ali na kraju je sve to vrijedi.",65,76,25,85.0,,,,"[65.0, 76.0, 85.0]","[-0.053812600753049916, 0.37787817413832203, 0.7833213226601834]",75.33333333333333,0.3691289653484852
29638,88911,The matter was tried in court .,Slučaj je pokrenut na sudu.,83,86,5,100.0,,,,"[83.0, 86.0, 100.0]","[0.5286448938680568, 0.6563953468955153, 1.3961530352607452]",89.66666666666669,0.8603977586747723
92742,278219,It 's too late for that .,Prekasno je za to.,100,95,100,,,,,"[100.0, 95.0, 100.0]","[1.078743638787991, 0.9070608023769893, 1.372497579999514]",98.33333333333331,1.1194340070548314
18605,55812,That 's something we used to do .,To je nešto što smo nekada radili.,100,92,100,,,,,"[100.0, 92.0, 100.0]","[1.078743638787991, 0.8235056505498313, 1.372497579999514]",97.33333333333331,1.091582289779112
44075,132222,"I had a room , yes .","Imao sam sobu, da.",100,92,100,,,,,"[100.0, 92.0, 100.0]","[1.078743638787991, 0.8235056505498313, 1.372497579999514]",97.33333333333331,1.091582289779112
95141,285416,His teachings were taken out of the Koran since they might offend Muslims .,Njegovo učenje je uklonjeno iz Kur’ana jer bi moglo uvrijediti muslimane.,100,94,85,,,,,"[100.0, 94.0, 85.0]","[1.078743638787991, 0.8792090851012699, 0.9457790188754269]",93.0,0.9679105809215626
29691,89071,I had never met Salamonca before .,Nikad prije nisam upoznao Salamoncu.,100,96,100,,,,,"[100.0, 96.0, 100.0]","[1.078743638787991, 0.9349125196527086, 1.372497579999514]",98.66666666666669,1.1287179128134046
55020,165058,It was gone .,Bilo je otišlo.,80,75,0,100.0,,,,"[80.0, 75.0, 100.0]","[0.431568644764539, 0.3500264568626027, 1.3961530352607452]",85.0,0.7259160456292957
69346,208035,Ca 'daan was told about the spearwoman .,Ka'daan je govorio o spearwoman.,45,7,0,90.0,11.0,,,"[7.0, 0.0, 11.0]","[-1.5438903178863115, -1.4722928274944005, -1.1324336484494322]",6.0,-1.3828722646100478
70875,212622,Slim waved at Red as he blinked away sleep .,Sljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članakSljedeći članak,0,0,0,,,,,"[0.0, 0.0, 0.0]","[-2.1571313313292686, -1.7388523388163468, -1.4722928274944005]",0.0,-1.7894254992133387
69972,209913,Mustangers use lassos on cows .,Muškarci koriste lassos na kravama.,79,15,25,60.0,25.0,,,"[15.0, 25.0, 25.0]","[-1.3210765796805568, -0.7610952256209219, -0.6744102571921337]",21.66666666666667,-0.9188606874978708
58441,175321,There is no where to eat on the grounds .,Nema gdje jesti na terenu.,78,87,25,51.0,68.0,,,"[78.0, 87.0, 68.0]","[0.3668511453621938, 0.6842470641712346, 0.7323758730981405]",77.66666666666667,0.5944913608771897
64664,193989,No taxes nor duties .,Bez poreza i pristojbi.,45,91,75,100.0,,,,"[91.0, 75.0, 100.0]","[0.7956539332741119, 0.6612999781260355, 1.3961530352607452]",88.66666666666669,0.951035648886964
106789,320359,The Texan side is indistinguishable by Texans .,Teksanska strana je neodređena od Teksanaca.,40,56,25,50.0,,,,"[40.0, 25.0, 50.0]","[-0.8627813432823648, -0.7610952256209219, -0.6466193400744609]",38.333333333333336,-0.7568319696592493
50673,152017,Tommy didn 't nod .,Tomi nije čekao.,20,2,0,,,,,"[20.0, 2.0, 0.0]","[-1.5099563373058167, -1.6831489042649082, -1.4722928274944005]",7.333333333333332,-1.555132689688375
4371,13113,The price needed to be capped .,Cijena je trebala biti ograničena.,100,86,80,,,,,"[100.0, 86.0, 80.0]","[1.078743638787991, 0.6563953468955153, 0.8035394985007313]",88.66666666666669,0.8462261613947458
72477,217428,"Anyway , the flap was half undone .","U svakom slučaju, flap je bio pola undone.",39,1,15,50.0,20.0,,,"[1.0, 15.0, 20.0]","[-1.7110006215406275, -1.0455742663703134, -0.8379900397840261]",12.0,-1.1981883092316556
19219,57655,The lease only comes in oral form ; you cannot have a written lease .,Najam dolazi samo u usmenom obliku; ne možete imati pisani najam.,67,91,80,,,,,"[67.0, 91.0, 80.0]","[0.01090489864929527, 0.7956539332741119, 0.8035394985007313]",79.33333333333333,0.5366994434747129
42469,127405,It 's highly functioning .,Vrlo je funkcionalan.,100,92,100,,,,,"[100.0, 92.0, 100.0]","[1.078743638787991, 0.8235056505498313, 1.372497579999514]",97.33333333333331,1.091582289779112
126987,380945,The chamber of commerce locally has observed that it 's effective for whiplash injuries .,Trgovačka komora lokalno je primijetila da je učinkovita za ozljede od štucnjave.,40,15,35,,,,,"[40.0, 15.0, 35.0]","[-0.8627813432823648, -1.3210765796805568, -0.4766161848715304]",30.0,-0.886824702611484
125871,377597,"This upcoming July , Sen.","U srpnju ove godine, Sen.",100,88,50,100.0,,,,"[100.0, 88.0, 100.0]","[1.078743638787991, 0.7120987814469539, 1.3961530352607452]",96.0,1.0623318184985633
49921,149761,They updated the downstairs to be very high-end .,Oni su ažurirali niže stupnjeve kako bi bili vrlo visoki.,22,18,20,,,,,"[22.0, 18.0, 20.0]","[-1.4452388379034715, -1.237521427853399, -0.9033347459956176]",20.0,-1.195365003917496
121762,365272,Carrying that out removes the idea of justice from the justice system .,Provođenje toga uklanja ideju pravde iz pravosudnog sustava.,76,93,100,,,,,"[76.0, 93.0, 100.0]","[0.3021336459598486, 0.8513573678255506, 1.372497579999514]",89.66666666666669,0.8419961979283045
91844,275526,Don 't you like going to the movies ?,Ne voliš li ići u filmove?,50,52,40,,,,,"[50.0, 52.0, 40.0]","[-0.5391938462706388, -0.2905630404789418, -0.3343766644968347]",47.33333333333334,-0.3880445170821384
106089,318259,I still believe in the value of spanking .,Još uvijek vjerujem u vrijednost spankinga.,72,9,40,55.0,17.0,30.0,,"[40.0, 55.0, 30.0]","[-0.3343766644968347, -0.44234210254094025, -0.029482126949501284]",41.66666666666666,-0.2687336313290921
15831,47491,I am a civil engineer and my husband works for the federal government 's department of education .,"Ja sam građevinski inženjer, a moj suprug radi za odjel za obrazovanje savezne vlade.",78,89,80,,,,,"[78.0, 89.0, 80.0]","[0.3668511453621938, 0.7399504987226733, 0.8035394985007313]",82.33333333333333,0.6367803808618661
63494,190479,The starter wont short out from the heat .,Početak je kratak od vrućine.,12,31,5,,,,,"[12.0, 31.0, 5.0]","[-1.7688263349151974, -0.8754491032690477, -1.330053307119705]",16.0,-1.32477624843465
267,801,They may be allowed to be a contractor .,Može biti dopušteno biti izvođač.,45,17,20,,,,,"[45.0, 17.0, 20.0]","[-0.7009875947765017, -1.2653731451291181, -0.9033347459956176]",27.33333333333333,-0.9565651619670792
65886,197655,No more questions were asked .,Više pitanja nije postavljeno.,92,85,50,100.0,,,,"[92.0, 85.0, 100.0]","[0.8198736411786102, 0.6285436296197959, 1.3961530352607452]",92.33333333333331,0.9481901020197172
59050,177148,"Yes , it 's Danish .","Da, to je danski.",100,89,100,,,,,"[100.0, 89.0, 100.0]","[1.078743638787991, 0.7399504987226733, 1.372497579999514]",96.33333333333331,1.0637305725033928
114420,343250,The man released his grip as he turned away .,Muškarac je oslobodio gripu dok se okrenuo.,41,14,25,,,,,"[41.0, 14.0, 25.0]","[-0.8304225935811922, -1.3489282969562761, -0.7610952256209219]",26.66666666666667,-0.98014870538613
22904,68710,Tommy called him an idiot .,Tommy ga je nazvao idiotom.,100,93,100,,,,,"[100.0, 93.0, 100.0]","[1.078743638787991, 0.8513573678255506, 1.372497579999514]",97.66666666666669,1.1008661955376853
27368,82102,They might have an idea of what a Troy ounce is .,Možda imaju ideju o tome što je Troy unča.,86,8,15,60.0,87.0,33.0,,"[8.0, 15.0, 33.0]","[-1.5160386006105921, -1.0455742663703134, 0.10148655238386041]",18.666666666666668,-0.8200421048656817
127499,382481,I was not making bets .,Nisam se kladio.,100,91,100,,,,,"[100.0, 91.0, 100.0]","[1.078743638787991, 0.7956539332741119, 1.372497579999514]",97.0,1.0822983840205391
37122,111364,Castile did not establish any forts .,Castile nije uspostavio nikakve utvrde.,95,94,50,70.0,,,,"[95.0, 94.0, 70.0]","[0.9169498902821279, 0.8792090851012699, 0.17048961005962154]",86.33333333333331,0.6555495284810064
105371,316105,Not many hotels have swimming pools .,Mnogi hoteli nemaju bazen.,95,95,65,,,,,"[95.0, 95.0, 65.0]","[0.9169498902821279, 0.9070608023769893, 0.376820937376644]",85.0,0.7336105433452538
55773,167317,They receive a lot of cargo ships every week .,Svakog tjedna dobivaju mnogo teretnih brodova.,87,91,65,,,,,"[87.0, 91.0, 65.0]","[0.6580798926727471, 0.7956539332741119, 0.376820937376644]",81.0,0.6101849211078344
19474,58420,d 'Auge is getting paid for work .,D'Auge se plaća za posao.,80,76,65,,,,,"[80.0, 76.0, 65.0]","[0.431568644764539, 0.37787817413832203, 0.376820937376644]",73.66666666666667,0.3954225854265017
68090,204267,It 's not being held up by anything .,Ne drži ga ništa.,86,92,95,,,,,"[86.0, 92.0, 95.0]","[0.6257211429715746, 0.8235056505498313, 1.2302580596248185]",91.0,0.8931616177154081
53290,159868,LSC attorneys work pro bono .,Istraživači su radili pro bono.,40,41,25,,,,,"[40.0, 41.0, 25.0]","[-0.8627813432823648, -0.5969319305118544, -0.7610952256209219]",35.333333333333336,-0.7402694998050471
38367,115099,The work is .,Rad je to.,35,86,80,100.0,,,,"[86.0, 80.0, 100.0]","[0.6563953468955153, 0.8035394985007313, 1.3961530352607452]",88.66666666666669,0.9520292935523303
107262,321778,I 've been doing this a long time .,Dugo sam to radila.,78,91,50,85.0,,,,"[78.0, 91.0, 85.0]","[0.3668511453621938, 0.7956539332741119, 0.7833213226601834]",84.66666666666667,0.6486088004321631
11138,33412,He has never lived in the town of Ornans .,Nikada nije živio u gradu Ornans.,100,92,85,,,,,"[100.0, 92.0, 85.0]","[1.078743638787991, 0.8235056505498313, 0.9457790188754269]",92.33333333333331,0.9493427694044164
16918,50752,I am wondering what that sound is .,Pitam se što je to zvuk.,50,65,25,65.0,,,,"[50.0, 65.0, 65.0]","[-0.5391938462706388, 0.07150928410540944, -0.033787627473899046]",60.0,-0.16715739654637615
126727,380165,Poirot left him and stood under him .,Poirot ga je napustio i stajao pod njim.,53,92,60,60.0,,,,"[53.0, 60.0, 60.0]","[-0.44211759716712107, 0.23458141700194826, -0.23806486500741963]",57.66666666666666,-0.14853368172419748
7875,23623,The Sai Routha were murdered .,Sai Routha su ubijeni.,100,87,100,,,,,"[100.0, 87.0, 100.0]","[1.078743638787991, 0.6842470641712346, 1.372497579999514]",95.66666666666669,1.0451627609862466
63136,189405,References to literature were in the bank,Reference na literaturu bile su u banci,90,89,85,,,,,"[90.0, 89.0, 85.0]","[0.7551561417762649, 0.7399504987226733, 0.9457790188754269]",88.0,0.8136285531247883
47823,143467,Merger plans weren 't discussed .,O planovima spajanja nije se raspravljalo.,92,91,100,,,,,"[92.0, 91.0, 100.0]","[0.8198736411786102, 0.7956539332741119, 1.372497579999514]",94.33333333333331,0.996008384817412
70679,212034,It is hard to respect them after firing him .,Teško ih je poštovati nakon pucnjave.,40,11,2,50.0,18.0,,,"[11.0, 2.0, 18.0]","[-1.4324834487834341, -1.4153970193445222, -0.903421952820783]",10.333333333333334,-1.2504341403162464
95335,285999,It might be good enough for gold .,To bi moglo biti dovoljno za zlato.,85,87,50,100.0,,,,"[85.0, 87.0, 100.0]","[0.593362393270402, 0.6842470641712346, 1.3961530352607452]",90.66666666666669,0.8912541642341273
88913,266733,The colors on the trees were so vivid and the air was brisk outside the place of my old job where I enjoyed taking walks .,Boje na drveću bile su tako živahne i zrak je bio živahan izvan mjesta mog starog posla gdje sam uživao u šetnji.,72,92,50,60.0,78.0,,,"[72.0, 60.0, 78.0]","[0.17269864715515823, -0.23806486500741963, 1.059535438281925]",70.0,0.3313897401432213
35117,105349,I don 't mind about that ; she will spend hours on the phone .,Ne smeta mi to; provodit će satima na telefonu.,75,76,70,,,,,"[75.0, 76.0, 70.0]","[0.269774896258676, 0.37787817413832203, 0.5190604577513398]",73.66666666666667,0.3889045093827793
21876,65626,There was no need to say anything as I knew the truth .,Nije bilo potrebe reći ništa jer sam znao istinu.,80,93,100,,,,,"[80.0, 93.0, 100.0]","[0.431568644764539, 0.8513573678255506, 1.372497579999514]",91.0,0.8851411975298679
76552,229653,What things have gotten worse ?,Koje su stvari postale još gore?,93,87,60,100.0,,,,"[93.0, 87.0, 100.0]","[0.8522323908797828, 0.6842470641712346, 1.3961530352607452]",93.33333333333331,0.9775441634372544
66195,198582,He shook his head happilly .,Sretno je potisnuo glavu.,40,2,15,50.0,34.0,22.0,,"[2.0, 15.0, 22.0]","[-1.6831489042649082, -1.0455742663703134, -0.3787319385051324]",13.0,-1.035818369713451
48262,144784,"The person sat on the couch and started watching tv ,","Osoba je sjedila na kauču i počela gledati televiziju,",68,92,75,,,,,"[68.0, 92.0, 75.0]","[0.043263648350467865, 0.8235056505498313, 0.6612999781260355]",78.33333333333333,0.5093564256754449
114444,343322,The mansion had many familiar rooms .,Dvorac je imao mnogo poznatih soba.,90,91,40,85.0,,,,"[90.0, 91.0, 85.0]","[0.7551561417762649, 0.7956539332741119, 0.7833213226601834]",88.66666666666669,0.7780437992368534
851,2553,Real Leather .,Prava koža,100,92,100,,,,,"[100.0, 92.0, 100.0]","[1.078743638787991, 0.8235056505498313, 1.372497579999514]",97.33333333333331,1.091582289779112
41173,123517,I don 't know how to sew,Ne znam kako šivati,92,95,85,,,,,"[92.0, 95.0, 85.0]","[0.8198736411786102, 0.9070608023769893, 0.9457790188754269]",90.66666666666669,0.8909044874770088
875,2625,She eventually acquiesced .,Na kraju se ispričala.,15,92,20,45.0,,,,"[15.0, 20.0, 45.0]","[-1.6717500858116796, -0.9033347459956176, -0.8508965776079814]",26.66666666666667,-1.1419938031384262
78745,236231,That 's not overdoing it .,To ga ne pretjeruje.,39,72,20,50.0,,,,"[39.0, 20.0, 50.0]","[-0.8951400929835374, -0.9033347459956176, -0.6466193400744609]",36.333333333333336,-0.8150313930178719
22445,67333,The data gathered is for household sectors .,Prikupljeni podaci odnose se na sektore kućanstva.,100,84,100,,,,,"[100.0, 84.0, 100.0]","[1.078743638787991, 0.6006919123440767, 1.372497579999514]",94.66666666666669,1.0173110437105273
15307,45919,There were eight winners and all are congratulated .,Bilo je osam pobjednika i svi su čestitali.,62,51,65,,,,,"[62.0, 51.0, 65.0]","[-0.1508888498565677, -0.31841475775466116, 0.376820937376644]",59.33333333333334,-0.030827556744861605
62273,186817,This is great !,Ovo je super!,100,93,100,,,,,"[100.0, 93.0, 100.0]","[1.078743638787991, 0.8513573678255506, 1.372497579999514]",97.66666666666669,1.1008661955376853
12350,37048,I don 't care for him .,Ne brinem za njega.,75,84,35,80.0,,,,"[75.0, 84.0, 80.0]","[0.269774896258676, 0.6006919123440767, 0.5790440851266627]",79.66666666666667,0.4831702979098052
12386,37156,Stocks tend to vary more widely than stock returns over 20 year periods .,Zalihe imaju tendenciju da variraju šire od prinosa dionica tijekom razdoblja od 20 godina.,41,86,40,50.0,,,,"[41.0, 40.0, 50.0]","[-0.8304225935811922, -0.3343766644968347, -0.6466193400744609]",43.66666666666666,-0.6038061993841626
67915,203742,The swordfish have been fished to the point of near extinction .,Ribolov je došao do točke bliskog izumiranja.,36,8,20,,,,,"[36.0, 8.0, 20.0]","[-0.9922163420870551, -1.5160386006105921, -0.9033347459956176]",21.33333333333333,-1.1371965628977547
77059,231174,His thuggishness is downplayed by mags .,Njegova neumoljivost je potkopana magama.,20,31,5,,,,,"[20.0, 31.0, 5.0]","[-1.5099563373058167, -0.8754491032690477, -1.330053307119705]",18.666666666666668,-1.2384862492315232
123610,370814,Ca 'daan said something .,Ka’dan je nešto rekao.,94,75,85,,,,,"[94.0, 75.0, 85.0]","[0.8845911405809553, 0.3500264568626027, 0.9457790188754269]",84.66666666666667,0.7267988721063284
25138,75412,The general sanitation office .,Ured za opće zdravstvo.,70,82,65,,,,,"[70.0, 82.0, 65.0]","[0.10798114775281305, 0.544988477792638, 0.376820937376644]",72.33333333333333,0.3432635209740317
74959,224874,Selling an asset automatically transfers ownership .,Prodaja imovine automatski prenosi vlasništvo.,90,93,75,,,,,"[90.0, 93.0, 75.0]","[0.7551561417762649, 0.8513573678255506, 0.6612999781260355]",86.0,0.755937829242617
119304,357900,The breeders carefully select products .,Uzgajivači pažljivo odabiru proizvode.,100,94,100,,,,,"[100.0, 94.0, 100.0]","[1.078743638787991, 0.8792090851012699, 1.372497579999514]",98.0,1.1101501012962582
71504,214509,""" I have seen the atrocities they can commit , "" Ca 'daan said . Thorn recoiled slightly from the remark .","""""""Vidio sam zla koja mogu počiniti"""", rekao je Ca'daan.""",70,50,70,,,,,"[70.0, 50.0, 70.0]","[0.10798114775281305, -0.34626647503038044, 0.5190604577513398]",63.33333333333334,0.09359171015792413
98164,294486,"Oh , that is awful .",To je strašno.,100,94,85,,,,,"[100.0, 94.0, 85.0]","[1.078743638787991, 0.8792090851012699, 0.9457790188754269]",93.0,0.9679105809215626
39401,118201,The picked the interns themselves and created guidelines for them .,Oni su sami odabrali stažiste i stvorili smjernice za njih.,90,92,65,,,,,"[90.0, 92.0, 65.0]","[0.7551561417762649, 0.8235056505498313, 0.376820937376644]",82.33333333333333,0.6518275765675801
44095,132283,The fauna in obernai is beautiful and worth seeing .,Fauna u obernai je lijepa i vrijedi vidjeti.,78,61,60,,,,,"[78.0, 61.0, 60.0]","[0.3668511453621938, -0.039897584997467865, 0.23458141700194826]",66.33333333333333,0.1871783257888914
101971,305907,There are ways to see the mountain other than climbing it .,Postoje i drugi načini za vidjeti planinu osim penjanja.,82,92,90,,,,,"[82.0, 92.0, 90.0]","[0.49628614416688416, 0.8235056505498313, 1.0880185392501227]",88.0,0.8026034446556127
111271,333803,I don 't know what I mean .,Ne znam što mislim.,100,95,25,100.0,,,,"[100.0, 95.0, 100.0]","[1.078743638787991, 0.9070608023769893, 1.3961530352607452]",98.33333333333331,1.1273191588085751
60255,180763,I can 't find where I enter .,Ne mogu pronaći gdje ulazim.,100,86,100,,,,,"[100.0, 86.0, 100.0]","[1.078743638787991, 0.6563953468955153, 1.372497579999514]",95.33333333333331,1.0358788552276734
96136,288402,I am surprised that you still don 't get it .,Iznenađen sam što ga još uvijek ne dobivate.,48,85,20,50.0,,,,"[48.0, 20.0, 50.0]","[-0.603911345672984, -0.9033347459956176, -0.6466193400744609]",39.333333333333336,-0.7179551439143541
45283,135847,nope not me,Ubrzo neću,0,55,0,10.0,,,,"[0.0, 0.0, 10.0]","[-2.1571313313292686, -1.4722928274944005, -2.280837240342626]",3.333333333333333,-1.970087133055432
39992,119974,You should know how this works,Trebate znati kako to funkcionira,85,92,75,,,,,"[85.0, 92.0, 75.0]","[0.593362393270402, 0.8235056505498313, 0.6612999781260355]",84.0,0.6927226739820895
112568,337694,The silence of the Lambs is a renown movie with a powerful narrative .,Tišina Jagnjeta je poznati film s moćnom narativom.,45,75,60,,,,,"[45.0, 75.0, 60.0]","[-0.7009875947765017, 0.3500264568626027, 0.23458141700194826]",60.0,-0.0387932403039836
102100,306294,Francoise I also fished in the river .,Franjo sam također ribario u rijeci.,50,21,35,,,,,"[50.0, 21.0, 35.0]","[-0.5391938462706388, -1.153966276026241, -0.4766161848715304]",35.333333333333336,-0.7232587690561368
57904,173710,Horses can be ridden in a racing scenario .,Konji se mogu jesti u utrci scenarija.,25,8,10,,,,,"[25.0, 8.0, 10.0]","[-1.3481625887999538, -1.5160386006105921, -1.1878137867450091]",14.333333333333336,-1.3506716587185184
116449,349337,The senator grasped the floor,Senator je uzeo riječ,65,85,100,100.0,,,,"[85.0, 100.0, 100.0]","[0.6285436296197959, 1.372497579999514, 1.3961530352607452]",95.0,1.1323980816266852
11203,33607,On ? John disagreed emphatically .,John se snažno ne slaže.,66,72,65,,,,,"[66.0, 72.0, 65.0]","[-0.02145385105187732, 0.26647130503544475, 0.376820937376644]",67.66666666666667,0.20727946378673714
67696,203085,In everyday life there are no clones .,U svakodnevnom životu ne postoje kloni.,80,92,60,69.0,,,,"[80.0, 92.0, 69.0]","[0.431568644764539, 0.8235056505498313, 0.12963416255291743]",80.33333333333333,0.4615694859557626
110262,330776,Keller was anti-Semitic .,Keller je bio antisemit.,100,94,100,,,,,"[100.0, 94.0, 100.0]","[1.078743638787991, 0.8792090851012699, 1.372497579999514]",98.0,1.1101501012962582
17371,52111,The team apparel sent a message that fans really care about the drivers .,Ekipa je poslala poruku da navijači stvarno brinu o vozačima.,52,86,55,60.0,,,,"[52.0, 55.0, 60.0]","[-0.47447634686829365, 0.09234189662725253, -0.23806486500741963]",55.66666666666666,-0.20673310508282025
126686,380042,There are no hidden people ; you know about everyone .,Ne postoje skriveni ljudi; znate o svima.,73,90,40,75.0,,,,"[73.0, 90.0, 75.0]","[0.20505739685633084, 0.7678022159983926, 0.37476684759314216]",79.33333333333333,0.4492088201492885
2673,8019,We listed the 10 possible objections they could raise .,Naveli smo 10 mogućih prigovora koje bi mogli podnijeti.,85,93,75,,,,,"[85.0, 93.0, 75.0]","[0.593362393270402, 0.8513573678255506, 0.6612999781260355]",84.33333333333333,0.7020065797406626
87708,263118,The bloopers are entertaining .,Blumeri se zabavljaju.,30,1,0,,,,,"[30.0, 1.0, 0.0]","[-1.1863688402940906, -1.7110006215406275, -1.4722928274944005]",10.333333333333334,-1.4565540964430397
19293,57877,Arguing just for the sake of it happens .,Razgovaramo samo zbog toga što se to događa.,32,10,0,40.0,14.0,,,"[10.0, 0.0, 14.0]","[-1.4603351660591535, -1.4722928274944005, -1.034285778894297]",8.0,-1.3223045908159503
29638,88912,No evidence of perjury was found .,Nije pronađen dokaz o perjuriji.,46,20,25,,,,,"[46.0, 20.0, 25.0]","[-0.6686288450753292, -1.1818179933019604, -0.7610952256209219]",30.33333333333333,-0.8705140213327373
92742,278220,"It 's too late for that , since you upset everyone .","Prekasno je za to, jer vi sve uznemiravate.",80,87,55,100.0,,,,"[80.0, 87.0, 100.0]","[0.431568644764539, 0.6842470641712346, 1.3961530352607452]",89.0,0.8373229147321729
18605,55813,We have never done that .,Mi to nikada nismo učinili.,100,93,75,,,,,"[100.0, 93.0, 75.0]","[1.078743638787991, 0.8513573678255506, 0.6612999781260355]",89.33333333333331,0.8638003282465258
44075,132223,It was a nice room .,Bila je to lijepa soba.,100,94,100,,,,,"[100.0, 94.0, 100.0]","[1.078743638787991, 0.8792090851012699, 1.372497579999514]",98.0,1.1101501012962582
95141,285417,His teachings were written in a code in the Koran so Islam could be spread .,Njegovo učenje napisano je kodom u Koranu kako bi se islam mogao širiti.,93,72,85,,,,,"[93.0, 72.0, 85.0]","[0.8522323908797828, 0.26647130503544475, 0.9457790188754269]",83.33333333333333,0.6881609049302181
41290,123866,You 'll need to don hiking boots to get to the summit .,Nećete morati nositi čizme kako biste stigli do vrha.,45,20,40,,,,,"[45.0, 20.0, 40.0]","[-0.7009875947765017, -1.1818179933019604, -0.3343766644968347]",35.0,-0.7390607508584323
35494,106478,War and Pestilence,Rat i pesticida,30,17,25,,,,,"[30.0, 17.0, 25.0]","[-1.1863688402940906, -1.2653731451291181, -0.7610952256209219]",24.0,-1.0709457370147104
63986,191953,Please throw away your meals and begin dental flossing immediately . ',"""Molimo bacite svoje obroke i odmah počnite zube. """"""",67,45,45,,,,,"[67.0, 45.0, 45.0]","[0.01090489864929527, -0.4855250614089771, -0.19213714412213895]",52.33333333333334,-0.2222524356272736
24849,74543,Antique pieces and collectibles fill every nook and cranny .,Antički komadići i zbirci ispunjavaju svaki kutak i crnu.,49,46,15,45.0,,,,"[49.0, 46.0, 45.0]","[-0.5715525959718114, -0.4576733441332578, -0.8508965776079814]",46.66666666666666,-0.6267075059043502
